CSD Refcode,largest_cavity_diameter,pore_limitinig_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
NIKVAH,6.65437,3.41487,6.36713,7507.78,1.41537,2539.29,1794.08,0.0,0.0,3617.25,0.4818,0.340406,0.0,0.0,0.0
NIXBUU,12.91024,10.99761,12.90931,17812.7,0.893178,2324.62,2602.64,0.0,0.0,10969.1,0.6158,0.689448,0.0,0.0,0.0
NUSXAC,25.94078,14.46165,25.94078,56740.4,0.453315,1567.28,3457.37,0.0,0.0,46379.6,0.8174,1.80316,0.0,0.0,0.0
NUSXEG,26.95672,14.20077,26.49728,57729.1,0.449809,1600.65,3558.52,0.0,0.0,46605.8,0.80732,1.79481,0.0,0.0,0.0
OQUFAJ01,11.48834,10.07274,11.34225,8730.4,0.829344,2319.44,2796.72,0.0,0.0,5857.58,0.67094,0.809001,0.0,0.0,0.0
OQUFAJ02,10.4008,8.96418,10.4008,14704.6,0.984792,2360.1,2396.54,0.0,0.0,8856.61,0.6023,0.611601,0.0,0.0,0.0
OQUFAJ03,14.56536,13.72112,14.56536,8887.59,0.814677,2268.85,2784.97,0.0,0.0,6162.83,0.69342,0.85116,0.0,0.0,0.0
OQUFAJ04,10.98593,10.12671,10.76135,8670.44,0.83508,2240.66,2683.17,0.0,0.0,5814.74,0.67064,0.803085,0.0,0.0,0.0
OQUFAJ,11.44658,10.05595,11.44658,8914.66,0.812203,2315.87,2851.34,0.0,0.0,6028.09,0.6762,0.832551,0.0,0.0,0.0
PAHVUS,9.23034,5.82514,9.23034,19079.8,1.218,2656.68,2181.19,0.0,0.0,11527.6,0.60418,0.496043,0.0,0.0,0.0
PAZDUS,13.6079,6.91665,13.6079,13677.1,0.884875,2190.89,2475.93,0.0,0.0,8740.77,0.63908,0.722226,0.0,0.0,0.0
PENVEM01,18.75933,10.42534,18.75933,38151.6,0.418688,1851.93,4423.16,0.0,0.0,30550.3,0.80076,1.91255,0.0,0.0,0.0
QAJPEZ01,9.99552,4.23961,9.99552,19284.8,0.980173,2260.83,2306.56,0.0,0.0,9463.84,0.49074,0.500667,0.0,0.0,0.0
QAJPEZ,9.94387,4.49848,9.92464,19284.8,0.98,2297.59,2344.48,0.0,0.0,9580.32,0.49678,0.506918,0.0,0.0,0.0
QOKBOJ,13.41749,10.15401,13.41748,24211.0,0.848359,1925.43,2269.59,0.0,0.0,15327.5,0.63308,0.746241,0.0,0.0,0.0
QUHVEW,17.8828,5.62704,17.8828,35063.4,0.598191,2197.65,3673.83,0.0,0.0,23241.4,0.66284,1.10807,0.0,0.0,0.0
QURPAW,8.47032,2.28683,8.47032,17714.7,1.19563,0.0,0.0,1677.38,1402.93,0.0,0.0,0.0,6922.89,0.3908,0.326857
RAZVOG01,13.89134,7.83573,13.89134,25388.1,0.594568,2245.14,3776.08,0.0,0.0,18212.4,0.71736,1.20652,0.0,0.0,0.0
RAZVOG,14.2525,8.03414,14.2525,25388.6,0.596173,2339.74,3924.61,0.0,0.0,18164.5,0.71546,1.20009,0.0,0.0,0.0
RAZVUM,14.45336,8.09957,14.45308,25821.1,0.584661,2226.95,3808.96,0.0,0.0,18866.5,0.73066,1.24972,0.0,0.0,0.0
RODJUS,9.3074,7.21024,9.30739,14040.1,0.847928,2493.74,2940.98,0.0,0.0,9176.05,0.65356,0.770773,0.0,0.0,0.0
RUBLIL,9.12498,7.77623,8.47564,9179.6,0.768751,2776.3,3611.44,0.0,0.0,5961.23,0.6494,0.844747,0.0,0.0,0.0
RUBLUX,8.84834,8.31842,8.78752,17357.7,0.812696,2514.64,3094.2,0.0,0.0,10848.2,0.62498,0.769021,0.0,0.0,0.0
SELKEC,14.93334,13.83558,14.93334,9059.07,0.723119,2271.57,3141.34,0.0,0.0,6239.16,0.68872,0.95243,0.0,0.0,0.0
SELKIG,10.95979,9.37018,10.95979,9495.24,0.748009,2570.49,3436.45,0.0,0.0,6290.6,0.6625,0.885685,0.0,0.0,0.0
SELLED,10.03574,7.80895,10.02972,9261.79,0.787642,2489.41,3160.58,0.0,0.0,6016.46,0.6496,0.82474,0.0,0.0,0.0
SOQSAU01,9.887,4.76966,9.887,17718.3,0.851934,2543.94,2986.07,0.0,0.0,10869.5,0.61346,0.720079,0.0,0.0,0.0
SOQSAU,9.55153,4.97565,9.41337,17680.0,0.85378,2715.3,3180.32,0.0,0.0,11011.5,0.62282,0.729486,0.0,0.0,0.0
SURHEU02,8.70583,3.84456,8.70583,8916.87,1.23655,2351.32,1901.52,0.0,0.0,4492.32,0.5038,0.407423,0.0,0.0,0.0
SURKUN,8.75193,3.87567,8.75193,8943.22,1.23291,2400.22,1946.79,0.0,0.0,4537.79,0.5074,0.411546,0.0,0.0,0.0
TAXGAD,7.59212,6.36398,7.58585,10026.5,0.917077,2762.19,3011.95,0.0,0.0,5982.4,0.59666,0.650611,0.0,0.0,0.0
TETSAP,14.98933,8.26802,14.98933,26367.8,0.572413,2187.77,3822.01,0.0,0.0,19404.1,0.7359,1.28561,0.0,0.0,0.0
TEWMOA,9.55839,7.38962,9.55826,10670.6,0.797851,2329.11,2919.23,0.0,0.0,7796.97,0.7307,0.915835,0.0,0.0,0.0
TEWMUG,11.08435,6.88051,8.34048,16857.9,1.19132,2153.0,1807.25,0.0,0.0,9053.34,0.53704,0.450795,0.0,0.0,0.0
TISPAP,29.1833,28.46225,29.1833,22023.0,0.488736,1650.3,3376.67,0.0,0.0,17270.9,0.78422,1.60459,0.0,0.0,0.0
TOJNEN,5.81846,2.39742,5.81846,3932.19,2.27629,0.0,0.0,1013.26,445.139,0.0,0.0,0.0,1123.82,0.2858,0.125555
UFORIT,29.94534,14.4209,29.94534,70788.4,0.381322,1648.83,4323.99,0.0,0.0,56930.9,0.80424,2.10909,0.0,0.0,0.0
UFOSIU,8.70617,3.84484,8.70617,8926.29,1.24125,2345.64,1889.74,0.0,0.0,4473.14,0.50112,0.403722,0.0,0.0,0.0
UKIBIB,18.78162,10.32446,18.78162,37157.4,0.429891,1845.87,4293.82,0.0,0.0,29813.6,0.80236,1.86643,0.0,0.0,0.0
UWOSIK,22.13683,7.22487,22.13683,22773.5,0.775789,1884.59,2429.26,0.0,0.0,14238.0,0.6252,0.805889,0.0,0.0,0.0
UYAXAV,19.33454,7.46223,18.17341,42922.8,0.560104,2284.46,4078.64,0.0,0.0,31298.4,0.72918,1.30187,0.0,0.0,0.0
VAKMEC,12.21131,6.66423,12.21131,24220.3,0.996179,2099.85,2107.9,0.0,0.0,13072.2,0.53972,0.54179,0.0,0.0,0.0
VIKSEQ,12.95319,5.54535,12.95319,35437.2,0.853105,2353.59,2758.85,0.0,0.0,20929.2,0.5906,0.692295,0.0,0.0,0.0
WEYRIE,19.61696,9.02715,17.98753,17218.7,0.437634,1872.56,4278.83,0.0,0.0,13681.0,0.79454,1.81553,0.0,0.0,0.0
WIZMAV01,13.02886,5.79602,13.02886,19423.7,0.767572,2452.22,3194.78,0.0,0.0,13046.5,0.67168,0.875071,0.0,0.0,0.0
WIZMAV08,12.93894,6.67,12.93894,19302.1,0.728362,2404.04,3300.61,0.0,0.0,13083.7,0.67784,0.930636,0.0,0.0,0.0
WIZMAV10,12.93471,6.66027,12.93471,19277.3,0.7293,2405.39,3298.23,0.0,0.0,13070.4,0.67802,0.929686,0.0,0.0,0.0
WOCKAB,5.12407,3.31365,5.11812,2046.25,1.48148,1517.01,1023.98,0.0,0.0,666.053,0.3255,0.219712,0.0,0.0,0.0
WOKFEK,18.94378,17.09436,18.54714,23789.7,0.377657,1687.64,4468.71,0.0,0.0,19396.7,0.81534,2.15894,0.0,0.0,0.0
XICYIT,6.29861,3.87484,6.09919,7628.0,1.32883,2584.86,1945.22,0.0,0.0,4024.53,0.5276,0.397041,0.0,0.0,0.0
XIJVIY02,17.55103,7.69822,17.52433,35181.2,0.501708,2188.67,4362.44,0.0,0.0,26610.3,0.75638,1.50761,0.0,0.0,0.0
XIJVIY,17.83624,6.94594,17.83624,34639.3,0.509556,2288.75,4491.65,0.0,0.0,25810.4,0.74512,1.46229,0.0,0.0,0.0
XULGIW,15.74473,8.80229,15.74473,27551.5,0.545024,2136.2,3919.47,0.0415985,0.0763241,20496.1,0.74392,1.36493,0.0,0.0,0.0
YESTAU,9.22024,5.26965,9.22024,5509.08,1.32795,2199.39,1656.23,0.0,0.0,2794.87,0.50732,0.382031,0.0,0.0,0.0
YEYCUC,17.82346,5.70058,17.82346,34828.0,0.554947,2547.12,4589.84,0.0,0.0,24646.4,0.70766,1.27518,0.0,0.0,0.0
ZESTID,9.53494,7.89918,9.53494,3493.69,1.0289,1809.59,1758.76,0.0,0.0,1685.28,0.48238,0.468831,0.0,0.0,0.0
ZOHYAZ,7.44234,4.10398,7.40799,5731.7,1.20069,2545.77,2120.27,0.0,0.0,3058.32,0.53358,0.444396,0.0,0.0,0.0
